 coating x n_core k_core n_shell k_shell lambda
44074818 0.250 102.102 1.472 0.023 1.479 0.019 400.000
44080442 0.250 0.785 1.974 0.241 1.569 0.217 40000.000
44082620 0.250 471.239 1.486 0.058 1.542 0.019 100.000
4408463 0.020 53.165 1.425 0.010 1.404 0.000 650.000
44087908 0.250 27.489 1.448 0.015 1.475 0.019 800.000
44091761 0.250 5.364 1.477 0.048 1.484 0.028 4100.000
44092567 0.250 15.325 1.477 0.048 1.484 0.028 4100.000
4409504 0.020 9.425 1.488 0.063 1.474 0.000 200.000
4409566 0.020 10.996 1.488 0.063 1.474 0.000 200.000
44102044 0.250 70.686 1.401 0.002 1.475 0.019 800.000
44103430 0.250 5.335 1.486 0.055 1.463 0.045 5300.000
44105002 0.250 125.664 1.485 0.019 1.542 0.019 100.000
44106739 0.250 20.944 1.488 0.020 1.525 0.019 150.000
44108310 0.250 1.257 1.389 0.000 1.473 0.019 1000.000
44109165 0.250 80.784 1.414 0.000 1.482 0.019 350.000
44109176 0.250 31.416 1.392 0.000 1.474 0.019 900.000
44113335 0.250 11.278 1.433 0.027 1.437 0.064 3900.000
44116224 0.250 25.133 1.486 0.096 1.525 0.009 100.000
44117211 0.250 0.628 2.293 0.254 1.668 0.386 70000.000
4411845 0.020 0.942 1.718 0.525 1.744 0.204 10000.000
44118862 0.250 6.684 1.403 0.013 1.426 0.053 4700.000
44120230 0.250 0.616 1.410 0.022 1.419 0.059 5100.000
44120643 0.250 33.510 1.461 0.022 1.433 0.009 750.000
44120695 0.250 113.097 1.478 0.061 1.464 0.009 250.000
44122278 0.250 1.778 1.386 0.024 1.417 0.071 5300.000
44122934 0.250 73.304 1.450 0.017 1.434 0.009 600.000
44125921 0.250 0.725 1.453 0.036 1.437 0.064 3900.000
44131294 0.250 4.284 1.485 0.063 1.476 0.009 220.000
4413571 0.020 0.544 1.377 0.018 1.381 0.102 5200.000
4414284 0.020 125.664 1.436 0.014 1.437 0.000 300.000
44143603 0.250 3.770 1.456 0.039 1.420 0.053 5000.000
44146168 0.250 0.559 1.924 0.396 1.669 0.376 90000.000
44147836 0.250 0.942 1.861 0.579 1.688 0.238 40000.000
44148147 0.250 1.068 1.820 0.572 1.667 0.367 50000.000
44148178 0.250 18.850 1.468 0.128 1.413 0.167 3000.000
44149211 0.250 59.840 1.489 0.044 1.480 0.009 210.000
44150397 0.250 0.698 1.452 0.014 1.438 0.009 450.000
44155058 0.250 15.708 1.486 0.021 1.430 0.009 1000.000
44156677 0.250 0.665 1.444 0.030 1.435 0.053 4250.000
44157753 0.250 3.468 1.541 0.277 1.581 0.173 15400.000
44160256 0.250 3.142 1.490 0.020 1.436 0.009 500.000
44178410 0.250 314.159 1.486 0.089 1.518 0.000 100.000
44180385 0.250 1.047 2.221 0.723 1.740 0.147 30000.000
44181832 0.250 18.850 1.439 0.015 1.407 0.000 500.000
44185503 0.250 0.725 1.441 0.031 1.393 0.099 3900.000
44186044 0.250 94.248 1.461 0.028 1.437 0.000 300.000
44191855 0.250 0.942 2.060 0.590 1.740 0.147 30000.000
4419466 0.020 0.911 1.350 0.047 1.310 0.105 6900.000
44196200 0.250 0.712 1.939 0.196 1.818 0.587 75000.000
44197292 0.250 2.674 1.425 0.023 1.384 0.089 4700.000
44198081 0.250 71.209 1.449 0.016 1.403 0.000 750.000
44206779 0.250 1.309 1.469 0.045 1.382 0.088 4800.000
44210568 0.250 0.524 1.327 0.061 1.397 0.160 6000.000
44216456 0.250 1.778 1.370 0.025 1.383 0.109 5300.000
44220102 0.250 0.673 1.447 0.031 1.396 0.091 4200.000
44222623 0.250 125.664 1.492 0.020 1.452 0.000 250.000
44225917 0.250 4.833 1.451 0.020 1.505 0.022 650.000
44233347 0.250 8.195 1.470 0.068 1.522 0.022 230.000
44237782 0.250 3.696 1.398 0.017 1.500 0.039 5100.000
44237897 0.250 5.914 1.428 0.023 1.510 0.033 4250.000
44239963 0.250 3.142 1.812 0.712 1.459 0.050 10000.000
44244632 0.250 2.618 1.458 0.047 1.520 0.022 240.000
44244692 0.250 4.284 1.464 0.055 1.525 0.022 220.000
44247184 0.250 13.464 1.469 0.021 1.504 0.022 700.000
44251952 0.250 141.372 1.432 0.012 1.508 0.022 400.000
44252079 0.250 114.240 1.428 0.010 1.505 0.022 550.000
44259102 0.250 6.575 1.467 0.043 1.509 0.033 4300.000
44261529 0.250 10.271 1.414 0.030 1.497 0.043 5200.000
44264115 0.250 1.984 1.482 0.021 1.503 0.022 950.000
44273980 0.250 0.748 1.405 0.006 1.510 0.032 4200.000
44274037 0.250 3.142 1.376 0.004 1.494 0.023 2000.000
44278067 0.250 7.854 1.434 0.012 1.494 0.023 2000.000
44280310 0.250 6.684 1.498 0.059 1.505 0.034 4700.000
44280517 0.250 0.817 1.512 0.067 1.580 0.184 50000.000
44281802 0.250 1.848 1.381 0.014 1.500 0.039 5100.000
44284356 0.250 2.836 1.773 0.932 1.621 0.154 14400.000
44286021 0.250 5.236 1.367 0.023 1.439 0.083 5400.000
44286662 0.250 628.319 1.486 0.096 1.538 0.011 100.000
44289707 0.250 87.965 1.473 0.065 1.484 0.011 250.000
44294055 0.250 72.498 1.460 0.020 1.454 0.011 650.000
44297037 0.250 3.307 1.435 0.016 1.451 0.011 950.000
44301890 0.250 10.472 1.403 0.020 1.439 0.067 5100.000
44313100 0.250 9.425 1.442 0.028 1.457 0.062 4000.000
44315060 0.250 204.204 1.461 0.042 1.502 0.011 200.000
44320219 0.250 14.500 1.415 0.006 1.454 0.011 650.000
44334485 0.250 52.911 1.490 0.020 1.451 0.011 950.000
44340925 0.250 2.856 1.452 0.020 1.418 0.000 550.000
44341037 0.250 14.661 1.486 0.106 1.507 0.000 150.000
44342140 0.250 3.272 1.773 0.932 1.804 0.198 14400.000
44345344 0.250 3.653 1.429 0.024 1.402 0.105 4300.000
44347574 0.250 7.480 1.427 0.023 1.405 0.106 4200.000
44351258 0.250 0.550 2.253 0.347 1.921 0.207 40000.000
44353709 0.250 12.889 1.439 0.030 1.400 0.111 3900.000
443538 0.000 2.042 1.497 0.297 1.604 0.292 20000.000
44353821 0.250 102.816 1.451 0.018 1.418 0.000 550.000
44357831 0.250 1.257 2.065 0.296 1.863 0.571 50000.000
44357906 0.250 0.654 1.472 0.058 1.471 0.000 240.000
44362966 0.250 4.553 1.390 0.081 1.310 0.116 6900.000
44364645 0.250 1.885 1.776 0.621 1.831 0.229 10000.000
44366413 0.250 14.784 1.423 0.011 1.413 0.000 850.000
4436909 0.020 74.800 1.491 0.020 1.470 0.000 210.000
44374974 0.250 18.850 1.480 0.034 1.313 0.143 3000.000
44375572 0.250 9.425 1.475 0.048 1.487 0.000 200.000
44375835 0.250 4.189 1.448 0.015 1.415 0.000 750.000
44378245 0.250 80.784 1.428 0.009 1.439 0.000 350.000
44379817 0.250 2.167 1.474 0.047 1.401 0.104 4350.000
44389479 0.250 13.228 1.397 0.002 1.410 0.000 950.000
44397111 0.250 2.299 1.404 0.004 1.407 0.106 4100.000
44398846 0.250 0.707 1.432 0.025 1.539 0.036 4000.000
44403684 0.250 11.968 1.432 0.026 1.538 0.037 4200.000
44406332 0.250 4.712 1.447 0.020 1.536 0.026 400.000
44412910 0.250 44.880 1.436 0.016 1.533 0.026 700.000
44414760 0.250 117.810 1.481 0.061 1.545 0.026 240.000
44417938 0.250 2.199 1.428 0.014 1.532 0.026 1000.000
44424847 0.250 5.027 1.681 0.519 1.499 0.050 10000.000
44426136 0.250 3.847 1.448 0.035 1.532 0.038 4900.000
44432128 0.250 52.360 1.477 0.019 1.534 0.026 600.000
44438165 0.250 8.796 1.467 0.044 1.532 0.039 5000.000
44442720 0.250 5.712 1.489 0.034 1.549 0.026 220.000
44445197 0.250 83.776 1.478 0.029 1.563 0.026 150.000
4444751 0.020 4.781 1.418 0.020 1.506 0.034 4600.000
44447658 0.250 5.464 1.359 0.033 1.528 0.047 6900.000
44451697 0.250 1.571 1.657 0.257 1.599 0.133 30000.000
44453087 0.250 29.322 1.494 0.020 1.533 0.026 750.000
44455165 0.250 2.827 1.356 0.035 1.499 0.050 10000.000
4447301 0.020 9.890 1.374 0.024 1.492 0.050 5400.000
44474773 0.250 239.359 1.478 0.072 1.517 0.013 210.000
44476667 0.250 9.425 1.391 0.009 1.458 0.069 5000.000
44479255 0.250 1.323 1.449 0.018 1.471 0.013 950.000
44485734 0.250 0.942 1.514 0.509 1.674 0.155 20000.000
44486362 0.250 0.559 2.014 0.406 1.730 0.373 90000.000
44501253 0.250 80.784 1.487 0.022 1.488 0.013 350.000
4450213 0.020 1.208 1.404 0.024 1.497 0.043 5200.000
44502900 0.250 1.821 1.409 0.053 1.419 0.082 6900.000
44506347 0.250 2.587 1.490 0.020 1.473 0.013 850.000
44513498 0.250 11.855 1.369 0.025 1.461 0.084 5300.000
44514599 0.250 5.639 1.435 0.028 1.407 0.122 3900.000
44516013 0.250 4.570 1.447 0.018 1.430 0.000 550.000
44516817 0.250 83.776 1.450 0.021 1.435 0.000 450.000
44518835 0.250 5.834 1.335 0.096 1.294 0.121 7000.000
44519284 0.250 0.698 2.367 0.414 1.920 0.625 90000.000
44520694 0.250 5.464 1.329 0.089 1.309 0.127 6900.000
44521278 0.250 0.524 1.454 0.029 1.467 0.000 300.000
44524626 0.250 146.608 1.469 0.033 1.467 0.000 300.000
4452847 0.020 175.929 1.471 0.059 1.517 0.022 250.000
44529960 0.250 54.978 1.468 0.023 1.439 0.000 400.000
44535107 0.250 4.189 1.471 0.022 1.435 0.000 450.000
4453669 0.020 0.785 1.430 0.019 1.494 0.023 2000.000
44538354 0.250 12.032 1.422 0.022 1.401 0.115 4700.000
44540385 0.250 73.920 1.423 0.011 1.424 0.000 850.000
44541081 0.250 0.615 1.454 0.037 1.404 0.116 4600.000
44543909 0.250 134.640 1.457 0.020 1.453 0.000 350.000
44546566 0.250 15.708 1.486 0.054 1.536 0.000 100.000
44551206 0.250 1.257 1.563 0.456 1.812 0.123 20000.000
44552222 0.250 1.571 1.481 0.020 1.429 0.000 600.000
44553707 0.250 125.664 1.482 0.021 1.435 0.000 450.000
44554078 0.250 1.571 1.453 0.014 1.439 0.000 400.000
44554459 0.250 2.957 1.447 0.014 1.424 0.000 850.000
44555126 0.250 142.800 1.469 0.035 1.493 0.000 220.000
44557063 0.250 36.960 1.406 0.005 1.424 0.000 850.000
44557083 0.250 6.042 1.376 0.019 1.403 0.125 5200.000
44560661 0.250 19.842 1.445 0.013 1.422 0.000 950.000
44561371 0.250 5.341 1.544 0.239 1.919 0.255 10000.000
44562659 0.250 4.581 1.392 0.008 1.399 0.114 4800.000
4456409 0.020 5.890 1.431 0.026 1.504 0.034 4800.000
44564965 0.250 5.105 1.457 0.063 1.196 0.442 8000.000
44568985 0.250 10.053 1.498 0.059 1.394 0.112 5000.000
44575468 0.250 4.712 1.461 0.024 1.564 0.030 400.000
44576581 0.250 188.496 1.476 0.066 1.568 0.030 250.000
44578782 0.250 11.704 1.393 0.015 1.560 0.044 5100.000
445790 0.000 149.226 1.453 0.014 1.377 0.000 400.000
44579528 0.250 0.533 1.373 0.020 1.557 0.048 5300.000
44579883 0.250 9.425 1.438 0.021 1.557 0.030 2000.000
44580001 0.250 33.510 1.441 0.018 1.562 0.030 750.000
44589299 0.250 14.500 1.450 0.017 1.562 0.030 650.000
44589908 0.250 185.640 1.476 0.067 1.572 0.030 220.000
44590259 0.250 8.078 1.352 0.083 1.560 0.047 7000.000
44592904 0.250 0.838 1.472 0.041 1.570 0.084 3000.000
44594149 0.250 14.045 1.453 0.036 1.565 0.041 4250.000
44596997 0.250 2.417 1.424 0.023 1.567 0.045 3900.000
44597257 0.250 4.398 1.391 0.009 1.561 0.042 5000.000
44597759 0.250 6.930 1.339 0.060 1.558 0.050 6800.000
44601082 0.250 27.489 1.449 0.016 1.562 0.030 800.000
44613210 0.250 0.838 1.843 0.350 1.600 0.117 60000.000
44614047 0.250 0.644 1.417 0.021 1.567 0.045 3900.000
44620125 0.250 3.065 1.407 0.006 1.566 0.041 4100.000
44625372 0.250 7.140 1.491 0.020 1.572 0.030 220.000
44636251 0.250 10.927 1.413 0.017 1.483 0.079 4600.000
44640237 0.250 3.672 1.677 0.745 1.715 0.135 15400.000
44641694 0.250 38.397 1.451 0.021 1.492 0.015 900.000
44647425 0.250 3.927 1.173 0.074 1.375 0.244 8000.000
44654198 0.250 15.708 1.485 0.053 1.562 0.015 100.000
44654205 0.250 6.283 1.450 0.036 1.525 0.015 250.000
44655078 0.250 62.832 1.429 0.011 1.497 0.015 500.000
44657733 0.250 1.047 1.481 0.058 1.550 0.015 150.000
44658513 0.250 1.885 1.418 0.021 1.477 0.077 5000.000
44661382 0.250 1.414 1.944 0.556 1.789 0.149 40000.000
44664591 0.250 4.833 1.414 0.030 1.481 0.086 5200.000
44668373 0.250 4.229 1.463 0.046 1.481 0.086 5200.000
44668935 0.250 7.392 1.445 0.068 1.441 0.091 6800.000
44670613 0.250 4.712 1.314 0.057 1.375 0.244 8000.000
44672642 0.250 10.228 1.405 0.008 1.488 0.080 4300.000
44686167 0.250 9.062 1.375 0.020 1.481 0.086 5200.000
44687518 0.250 4.712 1.432 0.025 1.427 0.136 4000.000
44689562 0.250 8.378 1.458 0.064 1.296 0.106 3000.000
44701288 0.250 7.854 1.412 0.015 1.417 0.132 4400.000
44705573 0.250 10.875 1.398 0.023 1.415 0.137 5200.000
44709548 0.250 8.850 1.375 0.083 1.281 0.168 7100.000
4471459 0.020 14.784 1.418 0.009 1.504 0.022 850.000
4471528 0.020 3.927 1.417 0.012 1.512 0.032 4000.000
44719505 0.250 1.323 1.478 0.021 1.434 0.000 950.000
44727132 0.250 0.942 1.445 0.014 1.433 0.000 1000.000
44734292 0.250 2.513 1.537 0.310 1.854 0.090 20000.000
44738380 0.250 6.981 1.458 0.133 1.717 0.548 9000.000
44738986 0.250 0.535 1.441 0.031 1.410 0.128 4700.000
44739052 0.250 0.554 1.434 0.034 1.408 0.131 5100.000
44740704 0.250 2.244 1.494 0.020 1.440 0.000 700.000
44742633 0.250 0.785 1.368 0.001 1.395 0.001 2000.000
44743142 0.250 2.565 1.389 0.008 1.405 0.126 4900.000
44745265 0.250 1.428 1.720 0.916 1.594 0.069 15400.000
44746271 0.250 2.992 1.479 0.089 1.597 0.033 210.000
44748715 0.250 0.739 1.430 0.025 1.592 0.046 4250.000
44749461 0.250 9.389 1.427 0.024 1.592 0.046 4350.000
44750443 0.250 2.315 1.452 0.022 1.591 0.033 950.000
44751072 0.250 5.845 1.424 0.022 1.592 0.046 4300.000
44752858 0.250 23.562 1.441 0.018 1.591 0.033 800.000
44753118 0.250 7.306 1.417 0.017 1.592 0.046 4300.000
44753187 0.250 6.912 1.393 0.009 1.591 0.046 5000.000
4475781 0.020 251.327 1.480 0.048 1.544 0.022 150.000
44761130 0.250 6.830 1.372 0.084 1.589 0.049 6900.000
44763087 0.250 67.021 1.450 0.019 1.591 0.033 750.000
44769074 0.250 2.985 1.507 0.576 1.606 0.084 20000.000
4476966 0.020 9.425 1.431 0.011 1.512 0.022 300.000
44773765 0.250 1.444 1.434 0.026 1.592 0.046 4350.000
44773821 0.250 2.417 1.445 0.032 1.593 0.047 3900.000
44776452 0.250 2.199 1.550 0.511 1.606 0.084 20000.000
44777908 0.250 24.435 1.478 0.021 1.591 0.033 900.000
44778571 0.250 376.991 1.487 0.054 1.601 0.033 150.000
44785794 0.250 7.140 1.439 0.028 1.592 0.046 4400.000
44787986 0.250 1.100 1.779 0.602 1.610 0.083 40000.000
44790166 0.250 298.451 1.489 0.037 1.598 0.033 200.000
44793018 0.250 47.124 1.449 0.011 1.598 0.033 200.000
44797170 0.250 251.327 1.485 0.019 1.604 0.033 100.000
44797259 0.250 6.896 1.448 0.030 1.593 0.046 4100.000
44798237 0.250 1.714 1.494 0.020 1.591 0.033 550.000
44802336 0.250 2.443 1.453 0.023 1.513 0.017 900.000
44804327 0.250 0.613 1.426 0.022 1.509 0.090 4100.000
44804373 0.250 6.283 1.450 0.021 1.519 0.017 450.000
44806110 0.250 3.770 1.457 0.022 1.517 0.017 500.000
44806772 0.250 0.550 2.346 0.382 1.823 0.120 40000.000
44808712 0.250 62.832 1.456 0.023 1.522 0.017 400.000
44812985 0.250 204.886 1.482 0.072 1.549 0.017 230.000
44820071 0.250 7.854 1.449 0.022 1.492 0.017 2000.000
44825567 0.250 20.944 1.482 0.068 1.565 0.017 150.000
44826054 0.250 0.628 2.088 0.393 1.823 0.120 40000.000
44834178 0.250 0.785 1.967 0.521 1.785 0.390 60000.000
44834445 0.250 114.240 1.423 0.008 1.517 0.017 550.000
44835349 0.250 0.942 1.704 0.438 1.793 0.165 10000.000
44843129 0.250 20.944 1.448 0.014 1.515 0.017 750.000
44843579 0.250 8.195 1.435 0.027 1.502 0.088 4600.000
44843618 0.250 102.102 1.453 0.014 1.522 0.017 400.000
44844360 0.250 3.142 1.427 0.007 1.537 0.017 300.000
44845634 0.250 7.330 1.327 0.061 1.524 0.121 6000.000
44847212 0.250 94.248 1.488 0.024 1.537 0.017 300.000
44847431 0.250 6.981 1.472 0.052 1.507 0.100 5400.000
44853363 0.250 49.604 1.490 0.020 1.512 0.017 950.000
44854694 0.250 1.091 1.512 0.187 1.765 0.131 14400.000
44856265 0.250 8.078 1.494 0.020 1.529 0.017 350.000
44862109 0.250 0.806 1.433 0.027 1.620 0.049 3900.000
44864336 0.250 20.944 1.457 0.023 1.620 0.037 900.000
44864780 0.250 9.498 1.429 0.024 1.620 0.050 4300.000
4486569 0.020 18.850 1.478 0.029 1.544 0.022 150.000
44874669 0.250 0.534 2.422 0.529 1.620 0.050 100000.000
44874744 0.250 119.381 1.439 0.015 1.620 0.037 500.000
44876017 0.250 3.590 1.371 0.088 1.620 0.050 7000.000
44881058 0.250 9.425 1.488 0.072 1.620 0.037 200.000
44884182 0.250 12.566 1.440 0.028 1.620 0.050 4000.000
44885675 0.250 6.500 1.409 0.012 1.620 0.050 4350.000
44889960 0.250 9.856 1.414 0.025 1.620 0.050 5100.000
44893815 0.250 5.027 1.704 0.438 1.620 0.050 10000.000
44895836 0.250 18.850 1.473 0.076 1.620 0.037 3000.000
44899583 0.250 3.264 1.569 0.318 1.620 0.050 15400.000
44904187 0.250 9.561 1.489 0.033 1.620 0.037 230.000
44904667 0.250 1.020 1.547 0.233 1.620 0.050 15400.000
44908868 0.250 7.053 1.390 0.008 1.620 0.050 4900.000
44910453 0.250 53.856 1.491 0.021 1.620 0.037 350.000
44910842 0.250 9.425 1.491 0.055 1.620 0.050 4000.000
44912559 0.250 113.097 1.460 0.016 1.620 0.037 250.000
44916501 0.250 4.620 1.359 0.031 1.620 0.050 6800.000
44916511 0.250 1.047 1.645 0.316 1.620 0.050 30000.000
44916928 0.250 10.899 1.389 0.008 1.620 0.050 4900.000
44917210 0.250 0.524 1.463 0.036 1.496 0.000 300.000
44917587 0.250 3.427 1.452 0.020 1.454 0.000 550.000
44920063 0.250 53.856 1.455 0.027 1.480 0.000 350.000
44921704 0.250 0.616 1.399 0.017 1.418 0.143 5100.000
44923610 0.250 3.142 1.453 0.022 1.445 0.000 1000.000
44926211 0.250 44.352 1.441 0.018 1.448 0.000 850.000
44930359 0.250 97.104 1.451 0.018 1.454 0.000 550.000
44941972 0.250 12.852 1.429 0.024 1.425 0.145 4400.000
44943851 0.250 3.468 1.604 0.544 1.987 0.171 15400.000
44943866 0.250 257.039 1.459 0.046 1.520 0.000 220.000
44948409 0.250 2.315 1.416 0.009 1.446 0.000 950.000
44951941 0.250 0.739 1.448 0.015 1.448 0.000 850.000
44955472 0.250 85.272 1.415 0.007 1.452 0.000 700.000
44956560 0.250 1.091 1.584 0.323 2.006 0.196 14400.000
44960704 0.250 5.928 1.370 0.024 1.433 0.154 5300.000
44962263 0.250 1.257 1.603 0.249 2.094 0.306 10000.000
44964889 0.250 143.616 1.455 0.014 1.480 0.000 350.000
44966326 0.250 27.925 1.398 0.002 1.447 0.000 900.000
4496704 0.020 5.845 1.400 0.005 1.509 0.033 4300.000
44967692 0.250 2.513 1.490 0.020 1.445 0.000 1000.000
44974257 0.250 57.999 1.399 0.000 1.452 0.000 650.000
44975951 0.260 5.236 1.402 0.013 1.330 0.011 4800.000
44978547 0.260 14.559 1.426 0.022 1.348 0.005 4100.000
4497933 0.020 2.218 1.453 0.023 1.452 0.011 850.000
44985187 0.260 1.366 1.427 0.024 1.335 0.009 4600.000
44987295 0.260 3.415 1.417 0.019 1.335 0.009 4600.000
44988102 0.260 12.032 1.414 0.018 1.333 0.010 4700.000
44990381 0.260 0.739 1.465 0.022 1.329 0.000 850.000
44991580 0.260 7.113 1.412 0.031 1.307 0.041 5300.000
44993248 0.260 5.347 1.418 0.020 1.333 0.010 4700.000
44993642 0.260 0.733 2.217 0.338 1.519 0.385 60000.000
45014631 0.260 9.195 1.477 0.048 1.348 0.005 4100.000
45014949 0.260 11.126 1.469 0.045 1.330 0.011 4800.000
45020421 0.260 2.448 1.547 0.233 1.359 0.236 15400.000
45022066 0.260 25.133 1.444 0.013 1.327 0.000 1000.000
45025593 0.260 14.500 1.490 0.020 1.332 0.000 650.000
45028988 0.260 15.708 1.486 0.019 1.464 0.000 100.000
4503037 0.020 10.271 1.393 0.020 1.439 0.072 5200.000
45032105 0.260 62.832 1.397 0.000 1.330 0.000 750.000
45033549 0.260 4.581 1.402 0.013 1.339 0.024 4800.000
45035516 0.260 31.416 1.447 0.020 1.342 0.000 800.000
45035756 0.260 94.248 1.452 0.022 1.351 0.000 400.000
45041831 0.260 152.592 1.451 0.024 1.357 0.000 350.000
45043151 0.260 5.364 1.442 0.031 1.357 0.020 4100.000
45054107 0.260 6.283 1.474 0.026 1.357 0.000 350.000
45057133 0.260 0.589 2.035 0.386 1.569 0.418 80000.000
45065204 0.260 0.524 1.482 0.027 1.364 0.000 300.000
45066980 0.260 6.632 1.330 0.350 1.312 0.096 9000.000
45068175 0.260 119.680 1.473 0.046 1.403 0.000 210.000
45069600 0.260 14.137 1.457 0.032 1.409 0.000 200.000
4506986 0.020 66.323 1.441 0.019 1.451 0.011 900.000
45069896 0.260 0.873 1.556 0.383 1.401 0.201 14400.000
45075369 0.260 12.293 1.442 0.017 1.390 0.000 230.000
45079289 0.260 3.696 1.446 0.013 1.341 0.000 850.000
45081292 0.260 1.232 1.382 0.014 1.329 0.034 5100.000
45082389 0.260 73.920 1.400 0.002 1.341 0.000 850.000
45093041 0.260 75.398 1.470 0.064 1.388 0.004 250.000
45093073 0.260 3.625 1.380 0.016 1.344 0.033 5200.000
45093658 0.260 228.479 1.477 0.083 1.406 0.004 220.000
45106523 0.260 3.927 1.431 0.026 1.359 0.015 4800.000
45106953 0.260 9.389 1.443 0.031 1.370 0.012 4350.000
45116645 0.260 2.856 1.604 0.544 1.386 0.217 15400.000
45116859 0.260 75.398 1.425 0.011 1.359 0.004 750.000
45119203 0.260 4.098 1.471 0.048 1.400 0.004 230.000
45119325 0.260 7.480 1.475 0.055 1.412 0.004 210.000
45131331 0.260 1.386 1.396 0.058 1.340 0.049 6800.000
45140862 0.260 1.571 1.491 0.055 1.378 0.009 4000.000
45141503 0.260 4.712 1.457 0.063 1.324 0.036 8000.000
45144780 0.260 1.848 1.498 0.059 1.349 0.025 5100.000
45148738 0.260 3.740 1.425 0.022 1.364 0.015 4200.000
45149190 0.260 5.310 1.292 0.099 1.330 0.042 7100.000
45149414 0.260 50.265 1.454 0.023 1.347 0.002 1000.000
45156852 0.260 41.888 1.441 0.019 1.349 0.002 900.000
4516152 0.020 94.248 1.455 0.020 1.461 0.011 400.000
4516283 0.020 58.643 1.450 0.019 1.453 0.011 750.000
45179654 0.260 104.720 1.448 0.031 1.389 0.002 240.000
45187491 0.260 7.222 1.474 0.047 1.360 0.016 4350.000
4518815 0.020 2.513 1.482 0.051 1.484 0.011 250.000
45189035 0.260 3.222 1.449 0.034 1.370 0.038 3900.000
45193327 0.260 6.646 1.475 0.050 1.334 0.038 5200.000
45193595 0.260 0.589 1.684 0.136 1.549 0.385 80000.000
45200488 0.260 31.416 1.457 0.013 1.370 0.002 300.000
45200881 0.260 6.653 1.447 0.031 1.363 0.016 4250.000
45201188 0.260 10.996 1.450 0.030 1.369 0.014 4000.000
45206159 0.260 0.628 1.394 0.009 1.342 0.037 5000.000
45206422 0.260 0.785 1.476 0.842 1.563 0.326 20000.000
45207199 0.260 28.274 1.456 0.026 1.326 0.001 2000.000
45210918 0.260 50.265 1.458 0.023 1.350 0.000 1000.000
45211828 0.260 14.137 1.484 0.096 1.422 0.000 200.000
45216739 0.260 82.165 1.460 0.020 1.356 0.000 650.000
45218090 0.260 125.664 1.482 0.087 1.422 0.000 200.000
4522792 0.020 1.795 1.425 0.011 1.454 0.011 700.000
45228113 0.260 6.468 1.391 0.077 1.313 0.070 6800.000
45228341 0.260 28.274 1.472 0.024 1.326 0.001 2000.000
45231981 0.260 204.886 1.456 0.043 1.404 0.000 230.000
45234601 0.260 1.323 1.448 0.017 1.351 0.000 950.000
45236083 0.260 91.831 1.449 0.015 1.356 0.000 650.000
45236120 0.260 2.985 1.514 0.509 1.563 0.326 20000.000
45244841 0.260 3.611 1.474 0.047 1.359 0.035 4350.000
4525340 0.020 15.708 1.474 0.022 1.450 0.011 1000.000
45254641 0.260 5.236 1.392 0.008 1.347 0.037 4800.000
45257709 0.260 7.480 1.468 0.019 1.416 0.000 210.000
45260478 0.260 4.098 1.499 0.060 1.313 0.063 6900.000
45260882 0.260 83.776 1.494 0.020 1.356 0.000 600.000
45262271 0.260 4.229 1.375 0.020 1.336 0.055 5200.000
45262509 0.260 8.131 1.401 0.004 1.361 0.035 4250.000
45263795 0.260 5.712 1.452 0.020 1.390 0.007 550.000
45265847 0.260 11.088 1.447 0.021 1.387 0.007 850.000
45266088 0.260 43.982 1.448 0.020 1.392 0.007 500.000
45266849 0.260 14.045 1.421 0.020 1.400 0.015 4250.000
45272476 0.260 89.012 1.441 0.015 1.390 0.007 600.000
45274249 0.260 2.856 1.677 0.745 1.412 0.198 15400.000
