 coating x n_core k_core n_shell k_shell lambda
42705993 0.240 23.149 1.410 0.007 1.532 0.026 950.000
42708255 0.240 2.448 1.569 0.318 1.542 0.106 15400.000
42713999 0.240 8.870 1.482 0.051 1.537 0.037 4250.000
42716108 0.240 10.959 1.443 0.029 1.537 0.037 4300.000
42718188 0.240 282.743 1.449 0.011 1.553 0.026 200.000
42721584 0.240 2.182 1.512 0.187 1.534 0.095 14400.000
42725674 0.240 4.887 1.428 0.035 1.513 0.047 9000.000
42725882 0.240 188.496 1.418 0.000 1.539 0.026 300.000
42727190 0.240 41.888 1.451 0.019 1.475 0.013 600.000
42731787 0.240 31.416 1.460 0.026 1.451 0.014 2000.000
42732730 0.240 2.565 1.403 0.013 1.460 0.069 4900.000
42734952 0.240 7.069 1.427 0.021 1.475 0.072 4000.000
42735358 0.240 0.524 2.292 0.491 1.730 0.373 90000.000
42742752 0.240 57.596 1.464 0.019 1.475 0.013 600.000
427438 0.000 15.708 1.455 0.019 1.377 0.000 400.000
42746890 0.240 0.524 2.122 0.530 1.730 0.373 90000.000
42746983 0.240 12.566 1.414 0.015 1.470 0.071 4250.000
42749837 0.240 0.722 1.431 0.025 1.469 0.071 4350.000
42750529 0.240 6.981 1.393 0.031 1.462 0.089 5400.000
4275187 0.020 0.544 1.380 0.017 1.466 0.041 5200.000
42758374 0.240 94.248 1.424 0.009 1.477 0.013 500.000
42758429 0.240 218.546 1.452 0.034 1.511 0.013 230.000
42759376 0.240 2.827 1.478 0.021 1.471 0.013 1000.000
42760154 0.240 0.628 1.907 0.173 1.726 0.389 60000.000
42760349 0.240 239.359 1.488 0.052 1.517 0.013 210.000
42764319 0.240 245.864 1.447 0.026 1.511 0.013 230.000
42769773 0.240 194.480 1.449 0.020 1.517 0.013 210.000
42769869 0.240 8.796 1.388 0.008 1.458 0.069 5000.000
42771341 0.240 23.149 1.486 0.021 1.471 0.013 950.000
42778798 0.240 1.848 1.434 0.034 1.459 0.074 5100.000
42784534 0.240 31.416 1.463 0.036 1.467 0.000 300.000
42788779 0.240 5.655 1.405 0.014 1.394 0.112 5000.000
42789104 0.240 2.199 1.479 0.764 1.812 0.123 20000.000
42791269 0.240 7.069 1.102 0.083 1.196 0.442 8000.000
42792671 0.240 15.708 1.438 0.021 1.385 0.001 2000.000
42794034 0.240 3.142 1.462 0.023 1.421 0.000 1000.000
4279496 0.020 83.776 1.462 0.031 1.484 0.019 300.000
42796702 0.240 13.614 1.462 0.061 1.305 0.124 3000.000
42799057 0.240 31.416 1.430 0.019 1.385 0.001 2000.000
42804257 0.240 53.165 1.431 0.012 1.428 0.000 650.000
42805882 0.240 4.488 1.454 0.037 1.413 0.120 4200.000
42806254 0.240 8.976 1.454 0.037 1.413 0.120 4200.000
42806327 0.240 7.854 1.428 0.033 1.403 0.125 5200.000
42810471 0.240 13.306 1.412 0.013 1.412 0.119 4250.000
42821362 0.240 83.776 1.431 0.011 1.467 0.000 300.000
42823630 0.240 5.919 1.445 0.070 1.309 0.127 6900.000
42826066 0.240 1.571 1.484 0.021 1.536 0.000 100.000
42826514 0.240 3.665 1.411 0.004 1.429 0.000 600.000
42828611 0.240 14.960 1.489 0.036 1.496 0.000 210.000
42829215 0.240 3.142 1.603 0.249 1.919 0.255 10000.000
42843426 0.240 3.142 1.486 0.096 1.589 0.030 100.000
42847035 0.240 108.528 1.456 0.020 1.563 0.030 550.000
42848658 0.240 14.661 1.459 0.057 1.570 0.084 3000.000
4284923 0.020 1.164 1.387 0.029 1.460 0.050 5400.000
42849692 0.240 12.852 1.473 0.074 1.572 0.030 220.000
42852263 0.240 6.830 1.427 0.024 1.563 0.042 4600.000
42854205 0.240 1.047 2.221 0.723 1.606 0.106 30000.000
42856265 0.240 177.568 1.465 0.060 1.571 0.030 230.000
42859844 0.240 1.745 1.686 0.684 1.563 0.080 14400.000
4286325 0.020 1.257 1.430 0.013 1.475 0.019 750.000
42872042 0.240 12.700 1.425 0.023 1.563 0.042 4700.000
42881936 0.240 2.094 1.458 0.018 1.566 0.030 300.000
42888527 0.240 4.597 1.446 0.030 1.566 0.041 4100.000
4289761 0.020 8.316 1.391 0.077 1.464 0.049 6800.000
42900732 0.240 66.759 1.453 0.023 1.494 0.015 800.000
42905055 0.240 6.283 1.485 0.096 1.550 0.015 150.000
42906444 0.240 12.566 1.434 0.026 1.492 0.081 4000.000
42921834 0.240 9.484 1.424 0.035 1.483 0.090 5300.000
42925738 0.240 10.472 1.384 0.013 1.479 0.081 5100.000
42932873 0.240 3.696 1.427 0.071 1.441 0.091 6800.000
42933303 0.240 9.062 1.451 0.042 1.481 0.086 5200.000
42939335 0.240 0.853 1.773 0.121 1.758 0.387 70000.000
4294000 0.020 4.284 1.486 0.056 1.501 0.019 220.000
4294506 0.020 10.472 1.473 0.019 1.476 0.019 600.000
42954424 0.240 58.905 1.494 0.020 1.494 0.015 800.000
42957147 0.240 3.427 1.452 0.020 1.442 0.000 550.000
42962404 0.240 628.319 1.486 0.097 1.545 0.000 100.000
42964286 0.240 59.690 1.453 0.022 1.433 0.000 1000.000
42966026 0.240 12.566 1.427 0.021 1.427 0.136 4000.000
42968797 0.240 10.053 1.471 0.059 1.497 0.000 250.000
42969294 0.240 73.304 1.462 0.031 1.481 0.000 300.000
42969947 0.240 9.890 1.380 0.027 1.427 0.149 5400.000
42971657 0.240 67.665 1.436 0.014 1.440 0.000 650.000
42971820 0.240 1.257 2.191 0.486 2.036 0.156 40000.000
42975580 0.240 10.710 1.426 0.023 1.417 0.132 4400.000
42982189 0.240 8.796 1.450 0.036 1.497 0.000 250.000
429828 0.000 4.098 1.341 0.061 1.312 0.073 6900.000
42983424 0.240 282.743 1.465 0.053 1.513 0.000 200.000
4298563 0.020 2.909 1.365 0.028 1.460 0.050 5400.000
42992166 0.240 62.832 1.475 0.048 1.513 0.000 200.000
42992686 0.240 9.425 1.444 0.029 1.427 0.136 4000.000
42994586 0.240 171.360 1.450 0.028 1.507 0.000 220.000
43001660 0.240 15.708 1.487 0.021 1.451 0.000 400.000
43008979 0.240 2.856 1.450 0.011 1.442 0.000 550.000
4301950 0.020 2.749 1.448 0.015 1.475 0.019 800.000
4302078 0.020 2.827 1.447 0.015 1.473 0.019 1000.000
43025608 0.240 12.566 1.445 0.032 1.593 0.045 4000.000
43031104 0.240 171.360 1.484 0.070 1.596 0.033 220.000
43036122 0.240 28.274 1.486 0.071 1.604 0.033 100.000
4303620 0.020 1.571 1.416 0.006 1.476 0.019 600.000
43036212 0.240 0.748 1.454 0.037 1.593 0.046 4200.000
43037294 0.240 0.942 2.103 0.225 1.610 0.083 60000.000
43039724 0.240 6.545 1.453 0.039 1.595 0.033 240.000
43041924 0.240 0.577 1.448 0.035 1.591 0.046 4900.000
4304450 0.020 4.312 1.383 0.014 1.470 0.036 5100.000
43046466 0.240 1.728 1.550 0.511 1.606 0.084 20000.000
43047410 0.240 7.140 1.487 0.049 1.596 0.033 220.000
43048029 0.240 89.760 1.488 0.052 1.597 0.033 210.000
43050136 0.240 141.372 1.475 0.048 1.598 0.033 200.000
4305215 0.020 0.746 1.834 0.575 1.569 0.217 80000.000
43054561 0.240 14.500 1.478 0.047 1.593 0.047 3900.000
43056580 0.240 0.663 1.835 0.387 1.610 0.083 90000.000
43063039 0.240 8.078 1.419 0.003 1.592 0.033 350.000
43063167 0.240 11.424 1.409 0.002 1.591 0.033 550.000
43063986 0.240 11.781 1.409 0.005 1.593 0.045 4000.000
43067159 0.240 2.513 1.438 0.031 1.591 0.046 5000.000
43068955 0.240 1.309 1.498 0.059 1.591 0.046 4800.000
43081370 0.240 3.491 1.711 0.775 1.765 0.131 14400.000
43086445 0.240 2.909 1.366 0.025 1.507 0.100 5400.000
43099761 0.240 2.299 1.463 0.041 1.509 0.090 4100.000
43109221 0.240 20.944 1.471 0.032 1.565 0.017 150.000
43112711 0.240 1.478 1.447 0.014 1.514 0.017 850.000
43119084 0.240 65.450 1.464 0.024 1.548 0.017 240.000
43120641 0.240 4.570 1.409 0.002 1.517 0.017 550.000
43122240 0.240 9.425 1.486 0.028 1.575 0.017 100.000
43123659 0.240 1.005 1.591 0.099 1.785 0.354 50000.000
43124757 0.240 1.885 1.438 0.031 1.496 0.085 5000.000
43124977 0.240 62.832 1.455 0.012 1.529 0.017 350.000
43131020 0.240 6.776 1.388 0.013 1.620 0.050 5100.000
43132668 0.240 43.982 1.448 0.020 1.620 0.037 500.000
43141605 0.240 1.653 1.451 0.021 1.620 0.037 950.000
43142713 0.240 79.968 1.451 0.018 1.620 0.037 550.000
43144586 0.240 10.210 1.424 0.019 1.620 0.050 4000.000
43144784 0.240 9.856 1.386 0.013 1.620 0.050 5100.000
43147292 0.240 5.712 1.476 0.067 1.620 0.037 220.000
43149484 0.240 0.628 1.422 0.016 1.620 0.050 4000.000
43160234 0.240 3.709 1.628 0.518 1.620 0.050 14400.000
431653 0.000 71.808 1.477 0.025 1.385 0.000 350.000
43171811 0.240 12.293 1.435 0.027 1.620 0.050 4600.000
43172473 0.240 3.998 1.414 0.004 1.620 0.037 550.000
43172964 0.240 62.832 1.427 0.007 1.620 0.037 300.000
43185261 0.240 13.306 1.497 0.059 1.620 0.050 4250.000
43192267 0.240 5.174 1.430 0.025 1.429 0.147 4250.000
43194558 0.240 10.210 1.434 0.026 1.435 0.151 4000.000
43194663 0.240 188.496 1.473 0.065 1.512 0.000 250.000
43197818 0.240 125.664 1.486 0.089 1.554 0.000 100.000
43200928 0.240 0.785 1.442 0.017 1.464 0.000 400.000
43205215 0.240 2.957 1.450 0.019 1.448 0.000 850.000
43209777 0.240 0.628 1.986 0.263 2.010 0.650 50000.000
43215653 0.240 6.981 1.433 0.041 1.441 0.160 5400.000
43216418 0.240 9.425 1.486 0.058 1.554 0.000 100.000
43221181 0.240 1.632 1.590 0.404 1.987 0.171 15400.000
432231 0.000 12.566 1.460 0.040 1.370 0.049 4250.000
43226374 0.240 0.513 1.468 0.045 1.413 0.138 4900.000
43228866 0.240 2.793 1.348 0.268 1.767 0.604 9000.000
432302 0.000 11.088 1.443 0.036 1.349 0.058 5100.000
43231504 0.240 69.813 1.405 0.005 1.447 0.000 900.000
4323425 0.020 1.745 1.363 0.031 1.460 0.050 5400.000
43244770 0.240 66.759 1.396 0.000 1.449 0.000 800.000
43245763 0.250 7.392 1.453 0.023 1.329 0.000 850.000
43250035 0.250 51.408 1.456 0.020 1.333 0.000 550.000
4325343 0.020 1.885 1.394 0.009 1.420 0.053 5000.000
43256092 0.250 0.681 2.300 0.278 1.519 0.385 60000.000
43257424 0.250 4.189 1.462 0.061 1.371 0.272 3000.000
43258254 0.250 5.934 1.152 0.636 1.262 0.040 9000.000
43261444 0.250 36.652 1.464 0.019 1.332 0.000 600.000
43263733 0.250 116.688 1.458 0.024 1.344 0.000 350.000
43276202 0.250 2.693 1.420 0.009 1.331 0.000 700.000
4327623 0.020 14.137 1.447 0.024 1.409 0.010 2000.000
43282637 0.250 119.680 1.454 0.030 1.389 0.000 210.000
43286467 0.250 1.428 1.563 0.357 1.359 0.236 15400.000
43288921 0.250 12.889 1.417 0.021 1.353 0.031 3900.000
4329264 0.020 0.628 1.479 0.764 1.619 0.223 20000.000
43293680 0.250 7.069 1.413 0.002 1.339 0.000 400.000
43297930 0.250 2.732 1.420 0.048 1.314 0.041 6900.000
43299449 0.250 5.141 1.494 0.020 1.333 0.000 550.000
43300658 0.250 8.651 1.499 0.060 1.314 0.041 6900.000
43304458 0.250 596.903 1.486 0.106 1.473 0.000 100.000
43305554 0.250 2.618 1.328 0.044 1.287 0.116 6000.000
43305709 0.250 55.851 1.450 0.021 1.349 0.000 450.000
43306113 0.250 6.468 1.323 0.083 1.311 0.059 6800.000
43307212 0.250 0.785 1.439 0.029 1.359 0.019 4000.000
43315847 0.250 7.392 1.341 0.080 1.311 0.059 6800.000
43317110 0.250 85.680 1.468 0.064 1.396 0.000 220.000
43319808 0.250 11.541 1.428 0.025 1.336 0.024 4900.000
43323438 0.250 157.080 1.445 0.022 1.364 0.000 300.000
43328679 0.250 3.491 1.365 0.027 1.315 0.061 5400.000
43331101 0.250 6.283 1.408 0.080 1.317 0.045 7000.000
43339743 0.250 10.053 1.440 0.021 1.377 0.000 250.000
43341610 0.250 3.665 1.481 0.020 1.344 0.000 600.000
43342370 0.250 7.306 1.474 0.047 1.352 0.021 4300.000
4334961 0.020 1.346 1.353 0.092 1.387 0.065 7000.000
43350429 0.250 11.827 1.444 0.030 1.353 0.021 4250.000
43351235 0.250 0.517 1.404 0.006 1.353 0.021 4250.000
43352834 0.250 0.898 1.490 0.020 1.343 0.000 700.000
43355568 0.250 18.850 1.443 0.011 1.339 0.000 1000.000
43358985 0.250 0.591 1.401 0.004 1.353 0.021 4250.000
43372884 0.250 3.557 1.386 0.024 1.338 0.042 5300.000
43374681 0.250 2.417 1.379 0.017 1.344 0.033 5200.000
43381328 0.250 2.827 1.525 0.621 1.494 0.359 20000.000
43382315 0.250 1.178 1.240 0.077 1.324 0.036 8000.000
43387190 0.250 20.944 1.465 0.107 1.396 0.249 3000.000
43402856 0.250 4.284 1.446 0.018 1.406 0.004 220.000
43409739 0.250 163.909 1.438 0.009 1.400 0.004 230.000
43417412 0.250 1.728 1.600 0.290 1.494 0.359 20000.000
43417571 0.250 11.278 1.413 0.019 1.380 0.033 3900.000
43419504 0.250 8.976 1.398 0.011 1.347 0.020 4900.000
4341985 0.020 4.189 1.483 0.077 1.505 0.009 150.000
43424311 0.250 10.053 1.473 0.065 1.382 0.002 250.000
43424683 0.250 62.832 1.473 0.065 1.382 0.002 250.000
43425575 0.250 13.722 1.422 0.021 1.360 0.016 4350.000
4342760 0.020 3.570 1.426 0.023 1.432 0.053 4400.000
43428161 0.250 4.570 1.460 0.020 1.353 0.002 550.000
43428162 0.250 4.189 1.460 0.019 1.353 0.002 600.000
43433282 0.250 4.145 1.680 0.697 1.381 0.194 14400.000
43445571 0.250 20.944 1.487 0.063 1.445 0.002 150.000
43446219 0.250 8.131 1.460 0.040 1.363 0.016 4250.000
43446525 0.250 12.889 1.466 0.042 1.370 0.038 3900.000
43448918 0.250 6.283 1.485 0.043 1.476 0.002 100.000
43456015 0.250 10.349 1.408 0.010 1.363 0.016 4250.000
4345769 0.020 1.496 1.486 0.067 1.480 0.009 210.000
43473284 0.250 439.823 1.486 0.019 1.476 0.002 100.000
43481402 0.250 0.838 2.276 0.297 1.619 0.453 75000.000
43486928 0.250 242.759 1.483 0.078 1.410 0.000 220.000
43489613 0.250 1.100 1.430 0.019 1.326 0.001 2000.000
43495877 0.250 4.833 1.426 0.024 1.366 0.054 3900.000
43496483 0.250 111.701 1.436 0.014 1.361 0.000 450.000
43499335 0.250 6.283 1.453 0.018 1.361 0.000 450.000
43501282 0.250 0.577 1.394 0.009 1.345 0.037 4900.000
43505488 0.250 4.712 1.442 0.028 1.368 0.034 4000.000
43508707 0.250 1.653 1.478 0.021 1.351 0.000 950.000
43516596 0.250 0.513 1.430 0.027 1.345 0.037 4900.000
4351663 0.020 3.770 1.483 0.046 1.464 0.009 250.000
43517592 0.250 8.891 1.416 0.035 1.332 0.064 5300.000
43520804 0.250 3.740 1.483 0.051 1.363 0.035 4200.000
43528691 0.250 4.654 1.424 0.043 1.329 0.072 5400.000
43530768 0.250 86.394 1.494 0.020 1.364 0.000 400.000
43532661 0.250 4.620 1.359 0.031 1.313 0.070 6800.000
43535199 0.250 12.083 1.381 0.016 1.374 0.035 5200.000
43538052 0.250 2.371 1.387 0.023 1.370 0.043 5300.000
43539936 0.250 62.832 1.484 0.096 1.441 0.007 200.000
4354141 0.020 40.977 1.471 0.048 1.472 0.009 230.000
43543760 0.250 1.366 1.354 0.088 1.375 0.043 6900.000
43545283 0.250 2.513 1.451 0.020 1.388 0.007 750.000
43545886 0.250 219.911 1.486 0.087 1.495 0.007 100.000
43548994 0.250 4.189 1.472 0.031 1.403 0.007 300.000
43550573 0.250 12.566 1.425 0.024 1.384 0.020 5000.000
43552150 0.250 235.619 1.480 0.077 1.441 0.007 200.000
43554294 0.250 11.088 1.385 0.013 1.379 0.027 5100.000
43557711 0.250 4.937 1.363 0.077 1.380 0.037 7000.000
43559162 0.250 41.888 1.440 0.018 1.403 0.007 300.000
4356023 0.020 1.532 1.414 0.012 1.437 0.053 4100.000
43562713 0.250 0.644 1.445 0.032 1.406 0.035 3900.000
43571379 0.250 104.720 1.421 0.007 1.393 0.007 450.000
43575517 0.250 0.853 1.807 0.323 1.539 0.318 70000.000
43578926 0.250 0.628 1.710 0.120 1.539 0.318 60000.000
43583229 0.250 73.920 1.400 0.002 1.387 0.007 850.000
43584868 0.250 6.637 1.479 0.064 1.378 0.037 7100.000
43588460 0.250 5.760 1.499 0.059 1.336 0.096 6000.000
43588908 0.250 0.942 1.514 0.068 1.539 0.318 60000.000
43592170 0.250 6.426 1.417 0.019 1.377 0.026 4400.000
43594126 0.250 142.800 1.477 0.083 1.420 0.004 220.000
43594872 0.250 0.654 1.478 0.072 1.409 0.004 240.000
43600053 0.250 6.981 1.367 0.024 1.347 0.061 5400.000
43600167 0.250 10.111 1.415 0.017 1.378 0.025 4350.000
43603333 0.250 1.963 1.410 0.017 1.368 0.028 4800.000
43603509 0.250 4.833 1.439 0.030 1.386 0.044 3900.000
43604605 0.250 2.732 1.465 0.060 1.414 0.004 230.000
43611631 0.250 10.472 1.426 0.024 1.386 0.044 3900.000
43612424 0.250 2.513 1.470 0.021 1.375 0.004 500.000
43613701 0.250 4.712 1.805 0.626 1.346 0.076 10000.000
43613955 0.250 1.194 1.986 0.263 1.578 0.378 50000.000
43615603 0.250 11.088 1.433 0.025 1.380 0.025 4250.000
43618649 0.250 1.257 1.446 0.034 1.363 0.029 5000.000
43622709 0.250 81.955 1.452 0.034 1.414 0.004 230.000
43623231 0.250 10.111 1.407 0.011 1.378 0.025 4350.000
43625212 0.250 11.220 1.468 0.044 1.382 0.025 4200.000
43628762 0.250 4.553 1.350 0.047 1.344 0.053 6900.000
43631591 0.250 0.992 1.446 0.014 1.369 0.004 950.000
43636535 0.250 163.909 1.489 0.033 1.414 0.004 230.000
43638850 0.250 14.137 1.448 0.030 1.386 0.024 4000.000
43643288 0.250 18.850 1.485 0.019 1.489 0.004 100.000
43651359 0.250 20.944 1.450 0.021 1.374 0.000 450.000
43655796 0.250 5.310 1.306 0.093 1.305 0.079 7100.000
43657206 0.250 2.922 1.417 0.017 1.369 0.049 4300.000
43657415 0.250 0.733 2.234 0.749 1.646 0.237 30000.000
43665606 0.250 0.524 2.179 0.338 1.669 0.475 90000.000
43671332 0.250 52.360 1.470 0.022 1.364 0.000 900.000
43675345 0.250 269.279 1.462 0.050 1.429 0.000 210.000
43682682 0.250 12.566 1.480 0.034 1.346 0.217 3000.000
43684940 0.250 3.709 1.599 0.436 1.535 0.200 14400.000
43688774 0.250 10.077 1.461 0.047 1.345 0.075 5300.000
43695373 0.250 12.293 1.466 0.025 1.418 0.000 230.000
43700481 0.250 14.784 1.490 0.055 1.370 0.049 4250.000
43707216 0.250 65.450 1.477 0.078 1.444 0.011 240.000
43711003 0.250 27.925 1.459 0.023 1.422 0.011 450.000
43715222 0.250 52.360 1.441 0.015 1.419 0.011 600.000
43715846 0.250 78.540 1.441 0.018 1.417 0.011 800.000
43731206 0.250 314.159 1.479 0.068 1.463 0.011 200.000
43731851 0.250 0.613 1.416 0.014 1.430 0.019 4100.000
43732720 0.250 9.724 1.414 0.013 1.428 0.019 4200.000
43736945 0.250 11.938 1.418 0.021 1.413 0.024 5000.000
43749701 0.250 26.456 1.403 0.005 1.415 0.011 950.000
43750165 0.250 3.060 1.534 0.321 1.438 0.180 15400.000
43758632 0.250 0.628 1.482 0.087 1.446 0.202 3000.000
43761227 0.250 38.666 1.494 0.020 1.418 0.011 650.000
43761668 0.250 47.124 1.494 0.020 1.415 0.011 1000.000
43762217 0.250 1.142 1.404 0.000 1.419 0.011 550.000
43767778 0.250 1.047 2.408 0.362 1.608 0.387 60000.000
43776723 0.250 69.813 1.454 0.020 1.398 0.006 450.000
43779108 0.250 10.077 1.373 0.021 1.373 0.059 5300.000
4378141 0.020 125.664 1.451 0.011 1.438 0.009 450.000
43785781 0.250 4.189 1.469 0.021 1.392 0.006 750.000
43786701 0.250 201.062 1.482 0.051 1.423 0.006 250.000
43790118 0.250 47.124 1.426 0.009 1.394 0.006 600.000
43790678 0.250 80.784 1.425 0.011 1.392 0.006 700.000
43794424 0.250 8.378 1.371 0.052 1.351 0.112 6000.000
43798124 0.250 43.982 1.478 0.021 1.389 0.006 1000.000
438007 0.000 10.271 1.451 0.042 1.347 0.067 5200.000
43801340 0.250 20.944 1.416 0.006 1.394 0.006 600.000
4381072 0.020 2.244 1.402 0.004 1.435 0.053 4200.000
43811287 0.250 5.236 1.418 0.041 1.370 0.067 5400.000
43811782 0.250 10.077 1.422 0.038 1.373 0.059 5300.000
43811786 0.250 7.740 1.409 0.053 1.359 0.059 6900.000
43813055 0.250 48.869 1.411 0.002 1.398 0.006 450.000
43814498 0.250 0.598 1.490 0.055 1.400 0.034 4200.000
4382107 0.020 179.520 1.414 0.000 1.447 0.009 350.000
43821478 0.250 298.451 1.445 0.000 1.449 0.006 200.000
43825018 0.250 146.608 1.458 0.032 1.408 0.000 300.000
43825164 0.250 11.690 1.419 0.019 1.377 0.063 4300.000
43825631 0.250 4.189 1.486 0.097 1.474 0.000 150.000
43830233 0.250 24.166 1.441 0.016 1.380 0.000 650.000
43830246 0.250 3.740 1.420 0.018 1.380 0.063 4200.000
4383092 0.020 78.540 1.486 0.106 1.474 0.000 200.000
4383248 0.020 4.679 1.406 0.014 1.384 0.089 4700.000
43841347 0.250 0.506 1.411 0.014 1.376 0.063 4350.000
43841532 0.250 0.731 1.413 0.014 1.377 0.063 4300.000
43841772 0.250 15.708 1.428 0.014 1.374 0.000 1000.000
43842542 0.250 5.934 1.216 0.484 1.464 0.266 9000.000
43842663 0.250 8.527 1.337 0.069 1.307 0.078 7000.000
43842694 0.250 104.720 1.431 0.011 1.381 0.000 600.000
43845314 0.250 0.658 1.432 0.025 1.377 0.063 4300.000
43851812 0.250 47.124 1.449 0.016 1.378 0.000 800.000
43855689 0.250 2.448 1.590 0.404 1.610 0.210 15400.000
43858553 0.250 12.566 1.471 0.032 1.474 0.000 150.000
43867550 0.250 188.496 1.488 0.024 1.408 0.000 300.000
4386922 0.020 0.873 1.746 0.845 1.737 0.198 14400.000
43869299 0.250 49.604 1.445 0.013 1.375 0.000 950.000
43870813 0.250 3.142 1.313 0.032 1.244 0.238 8000.000
43871479 0.250 13.722 1.401 0.006 1.376 0.063 4350.000
43874394 0.250 2.856 1.445 0.031 1.375 0.063 4400.000
43881047 0.250 3.672 1.720 0.916 1.464 0.161 15400.000
4388377 0.020 2.513 1.452 0.021 1.403 0.000 750.000
43887273 0.250 1.933 1.441 0.016 1.447 0.015 650.000
43891805 0.250 19.842 1.451 0.021 1.445 0.015 950.000
43893973 0.250 36.960 1.435 0.016 1.445 0.015 850.000
43894090 0.250 75.398 1.439 0.015 1.449 0.015 500.000
43894433 0.250 7.630 1.332 0.077 1.440 0.040 7000.000
43902531 0.250 0.661 1.449 0.018 1.445 0.015 950.000
43904772 0.250 0.511 1.411 0.013 1.454 0.024 4300.000
43905305 0.250 95.614 1.456 0.043 1.473 0.015 230.000
43905662 0.250 1.885 1.538 0.566 1.536 0.256 20000.000
43908988 0.250 2.922 1.435 0.026 1.454 0.024 4300.000
43909342 0.250 62.832 1.451 0.016 1.449 0.015 500.000
43909892 0.250 271.319 1.473 0.051 1.477 0.015 220.000
43913576 0.250 11.690 1.467 0.043 1.454 0.024 4300.000
43915284 0.250 204.204 1.475 0.048 1.486 0.015 200.000
43915725 0.250 179.520 1.457 0.018 1.454 0.015 350.000
43917496 0.250 7.740 1.350 0.047 1.437 0.045 6900.000
43919883 0.250 1.714 1.450 0.013 1.448 0.015 550.000
43925834 0.250 3.770 1.450 0.012 1.449 0.015 500.000
43926401 0.250 19.842 1.445 0.013 1.445 0.015 950.000
43928711 0.250 7.540 1.388 0.008 1.443 0.027 5000.000
43935999 0.250 53.856 1.414 0.000 1.454 0.015 350.000
43936551 0.250 224.399 1.441 0.000 1.482 0.015 210.000
43945823 0.250 5.655 1.393 0.009 1.401 0.045 5000.000
43946374 0.250 13.151 1.417 0.017 1.415 0.044 4300.000
43947472 0.250 31.416 1.461 0.021 1.416 0.007 500.000
43948840 0.250 2.244 1.451 0.020 1.413 0.007 700.000
43952126 0.250 80.784 1.436 0.016 1.413 0.007 700.000
43954139 0.250 8.527 1.371 0.088 1.373 0.059 7000.000
43954853 0.250 4.350 1.450 0.017 1.413 0.007 650.000
43958999 0.250 62.832 1.482 0.051 1.444 0.007 250.000
43959042 0.250 1.091 1.665 0.584 1.525 0.170 14400.000
43961412 0.250 204.204 1.479 0.068 1.467 0.007 200.000
43963093 0.250 80.784 1.437 0.015 1.426 0.007 350.000
43963185 0.250 6.042 1.378 0.018 1.397 0.059 5200.000
43976712 0.250 2.400 1.584 0.323 1.525 0.170 14400.000
43977983 0.250 3.696 1.447 0.014 1.411 0.007 850.000
43980499 0.250 0.628 1.751 0.597 1.637 0.371 50000.000
43980874 0.250 0.670 1.763 0.583 1.639 0.386 75000.000
43982171 0.250 0.628 1.683 0.223 1.628 0.212 30000.000
43982950 0.250 14.923 1.484 0.052 1.422 0.043 4000.000
43986805 0.250 11.938 1.388 0.008 1.401 0.045 5000.000
43987406 0.250 2.749 1.490 0.020 1.412 0.007 800.000
43992388 0.250 9.484 1.498 0.059 1.395 0.065 5300.000
43997007 0.250 6.283 1.455 0.027 1.412 0.000 350.000
43998860 0.250 9.425 1.486 0.097 1.461 0.000 200.000
44004384 0.250 2.094 1.469 0.033 1.423 0.000 300.000
44008750 0.250 0.668 1.402 0.012 1.376 0.076 4700.000
44009490 0.250 9.498 1.415 0.016 1.385 0.077 4300.000
44013109 0.250 0.942 2.140 0.657 1.709 0.177 30000.000
44013317 0.250 74.256 1.451 0.017 1.393 0.000 550.000
44016669 0.250 20.944 1.469 0.021 1.390 0.000 750.000
4401752 0.020 15.708 1.485 0.064 1.518 0.000 100.000
44019039 0.250 8.666 1.431 0.025 1.384 0.077 4350.000
44020622 0.250 109.956 1.465 0.053 1.461 0.000 200.000
44026793 0.250 8.508 1.395 0.009 1.373 0.075 4800.000
44029034 0.250 8.195 1.427 0.074 1.311 0.095 6900.000
4403009 0.020 67.021 1.430 0.013 1.403 0.000 750.000
44042383 0.250 356.047 1.478 0.029 1.485 0.000 150.000
44043587 0.250 3.831 1.407 0.006 1.391 0.077 4100.000
44046330 0.250 9.425 1.482 0.058 1.375 0.151 6000.000
44055136 0.250 2.277 1.322 0.088 1.467 0.046 6900.000
44055360 0.250 31.416 1.447 0.021 1.474 0.019 900.000
44055598 0.250 102.102 1.452 0.022 1.479 0.019 400.000
44057890 0.250 198.968 1.466 0.034 1.484 0.019 300.000
44059925 0.250 0.785 2.270 0.399 1.569 0.217 80000.000
4406014 0.020 0.885 1.348 0.076 1.293 0.123 7100.000
44060882 0.250 5.236 1.460 0.075 1.496 0.155 3000.000
44060967 0.250 2.356 1.121 0.076 1.456 0.042 8000.000
44062574 0.250 0.524 1.362 0.045 1.442 0.079 6000.000
44062625 0.250 1.444 1.435 0.027 1.481 0.029 4350.000
44062700 0.250 1.366 1.354 0.088 1.467 0.046 6900.000
44065027 0.250 48.332 1.451 0.018 1.476 0.019 650.000
44066088 0.250 1.571 1.435 0.016 1.473 0.019 1000.000
44072395 0.250 68.295 1.461 0.051 1.498 0.019 230.000
44072982 0.250 9.358 1.401 0.011 1.476 0.030 4700.000
44073351 0.250 14.444 1.411 0.014 1.481 0.029 4350.000
